Year,Region,Sales_Volume
2010,Europe,7004
2019,Africa,2680
2012,Africa,2419
2023,North America,8558
2015,South America,9117
2012,Middle East,6504
2014,Africa,5815
2018,Middle East,2618
2011,South America,5889
2020,Europe,2969
2011,South America,5284
2021,North America,5245
2015,South America,4214
2015,Europe,3724
2020,Europe,7942
2020,Middle East,5287
2017,North America,7898
2021,Europe,9610
2022,Africa,4695
2020,Middle East,5106
2023,South America,6319
2011,North America,6572
2018,North America,5943
2024,Africa,2122
2011,Asia,9213
2022,Middle East,8561
2010,Africa,4942
2019,Middle East,5970
2011,Africa,5547
2021,Asia,7177
2016,South America,972
2017,North America,5533
2014,Middle East,7495
2015,South America,8317
2021,Africa,9657
2010,Europe,6690
2024,South America,3522
2015,Africa,9806
2021,Europe,1117
2024,North America,8502
2017,Africa,3928
2022,Europe,7550
2012,Asia,7220
2020,Asia,4783
2010,Africa,480
2020,Europe,2273
2013,Middle East,6595
2010,North America,2695
2023,South America,7859
2017,Africa,3245
2014,South America,5777
2010,North America,8077
2023,Asia,3529
2017,Africa,2375
2018,Asia,9257
2019,South America,7481
2011,Africa,7787
2018,North America,138
2017,North America,4527
2016,South America,9903
2012,Middle East,9654
2011,Europe,3504
2016,Africa,8638
2024,South America,6526
2014,North America,6445
2015,Africa,3425
2013,Africa,9600
2011,South America,1763
2018,Africa,8066
2012,Africa,9363
2021,Asia,9523
2023,Africa,7023
2016,North America,8993
2023,Middle East,9052
2017,Europe,5025
2011,Middle East,3757
2023,Europe,7069
2015,Europe,2997
2020,North America,9264
2017,South America,9133
2016,Europe,4279
2020,North America,8244
2012,Africa,1356
2010,North America,2497
2023,South America,6002
2015,South America,7029
2017,South America,8606
2015,Asia,8596
2014,Europe,4554
2020,Europe,9689
2021,Africa,4338
2017,South America,8864
2011,Middle East,7741
2024,Asia,3320
2021,Africa,2539
2024,Europe,7436
2010,South America,8447
2010,Africa,4544
2024,South America,2806
2023,Middle East,951
2013,Europe,6113
2015,North America,6957
2022,Asia,9514
2018,Asia,2242
2010,South America,8072
2021,Africa,2682
2010,Asia,293
2022,Europe,5409
2022,Asia,561
2014,South America,2712
2019,North America,3282
2014,Africa,465
2014,South America,9927
2019,Middle East,2418
2015,South America,5829
2017,Middle East,6873
2012,Europe,5092
2018,South America,4736
2022,Middle East,9058
2010,Asia,1166
2013,North America,7222
2018,Asia,515
2024,Africa,2972
2023,Africa,7516
2017,Middle East,4486
2019,North America,1802
2018,Europe,8464
2010,Middle East,9226
2018,South America,1672
2012,Europe,2122
2020,Asia,7002
2021,Africa,5996
2019,South America,3547
2018,Africa,4757
2010,Africa,660
2010,South America,9799
2018,Europe,2367
2020,Asia,3557
2023,Europe,3707
2015,North America,7845
2013,Middle East,4459
2016,North America,7718
2014,South America,9297
2019,Asia,742
2023,Middle East,4877
2016,North America,6025
2017,Europe,4421
2017,North America,7392
2010,South America,4573
2017,South America,3569
2015,Africa,9878
2013,Africa,684
2022,Middle East,4086
2023,North America,6366
2021,Asia,8226
2017,North America,1546
2012,South America,2817
2022,Middle East,8460
2013,South America,1914
2024,North America,8919
2015,Europe,1776
2020,North America,7969
2016,South America,5326
2013,North America,348
2013,North America,9581
2016,Europe,6362
2015,Middle East,5541
2022,South America,9563
2020,Africa,9166
2017,Africa,9998
2010,Middle East,9130
2019,North America,5180
2022,Asia,4566
2020,South America,6287
2016,Middle East,7756
2021,Europe,3872
2016,Africa,411
2020,Middle East,6596
2016,Middle East,1227
2016,South America,9660
2019,Africa,4073
2023,Middle East,1989
2019,Asia,4500
2017,Asia,2889
2018,Europe,5611
2018,Asia,7752
2011,South America,2054
2022,South America,5677
2022,Europe,9969
2016,South America,8360
2016,Asia,1281
2013,South America,6144
2018,South America,4112
2017,Middle East,5784
2021,Africa,3008
2010,North America,7389
2011,Africa,7473
2022,South America,4303
2024,Europe,2225
2022,Africa,4562
2011,South America,4300
2021,Middle East,907
2021,Africa,3454
2020,Middle East,2815
2024,South America,7266
2024,Africa,1137
2017,Europe,4511
2024,Europe,8172
2010,Africa,8586
2013,Asia,488
2019,Africa,6315
2021,Africa,9369
2014,Asia,3382
2018,North America,200
2016,Europe,1810
2017,Asia,9244
2023,Asia,9118
2020,Africa,9834
2018,Asia,3118
2022,Asia,7815
2016,South America,2714
2014,North America,7105
2022,Europe,2491
2024,Asia,4717
2014,South America,268
2019,Asia,3340
2020,Africa,3707
2015,Middle East,2620
2014,Asia,1508
2022,South America,4664
2021,Asia,4840
2020,Middle East,7788
2018,Middle East,5603
2012,Africa,9144
2012,Middle East,7063
2024,South America,3168
2016,North America,7908
2016,Asia,8332
2015,Africa,7269
2012,Middle East,4652
2023,Middle East,4365
2022,Asia,1605
2016,Middle East,9513
2014,Asia,9460
2016,Asia,6617
2011,North America,4666
2015,North America,3892
2023,Asia,3827
2017,Europe,9666
2010,Europe,9014
2013,Asia,7989
2020,Asia,261
2010,South America,7625
2023,South America,1035
2010,Europe,5852
2019,Africa,1741
2021,North America,6329
2023,Africa,8766
2023,South America,847
2020,North America,9840
2017,Europe,8942
2016,Middle East,6014
2021,Africa,2585
2019,South America,8146
2022,Asia,952
2010,Africa,5186
2020,Asia,3522
2023,Africa,5364
2022,Africa,9854
2011,South America,8618
2013,Asia,2051
2010,South America,8082
2012,Africa,7529
2017,South America,196
2017,North America,8717
2017,South America,2247
2015,South America,1049
2015,Asia,729
2014,Europe,9508
2022,Asia,3619
2018,Europe,2911
2013,Asia,9600
2019,Africa,8195
2024,North America,4109
2021,Middle East,177
2021,Middle East,2909
2021,Europe,6393
2016,Africa,643
2010,Europe,3447
2024,Asia,3404
2018,Middle East,1879
2016,Middle East,1242
2019,Europe,4826
2021,South America,725
2018,North America,561
2016,Africa,3568
2011,Asia,7878
2024,Asia,6665
2015,South America,8364
2019,North America,8537
2021,Middle East,1433
2020,Europe,8542
2013,Europe,1989
2012,Europe,5540
2011,Asia,7666
2015,North America,6410
2017,Europe,3621
2015,Africa,8605
2018,South America,7395
2023,Africa,1544
2014,Asia,3359
2011,Asia,6356
2017,Middle East,6032
2018,North America,188
2023,Middle East,9770
2019,Africa,6276
2013,Europe,332
2015,South America,4729
2024,Asia,3026
2020,Africa,3447
2019,Asia,8848
2017,South America,1266
2018,Africa,8591
2021,Asia,8753
2014,South America,9177
2021,South America,6172
2015,North America,5540
2020,South America,8545
2013,Asia,2856
2014,South America,7940
2016,Asia,3601
2018,Africa,7075
2019,North America,4542
2020,Middle East,4925
2022,North America,8121
2015,Middle East,9173
2023,Europe,9261
2015,Africa,3430
2017,Africa,7063
2020,Asia,7090
2013,North America,6462
2012,North America,1874
2023,Middle East,9329
2016,Africa,6111
2014,Asia,3414
2011,Middle East,6927
2011,Africa,8084
2020,Africa,1225
2015,Asia,8278
2017,Africa,8103
2010,Asia,4638
2024,Asia,9860
2020,South America,8669
2015,Middle East,1918
2021,Middle East,2254
2011,Middle East,8137
2011,Asia,3422
2016,South America,1421
2019,North America,942
2010,Africa,528
2015,Africa,4864
2023,Europe,5604
2016,Europe,4279
2023,North America,9465
2017,Middle East,1766
2016,South America,9758
2015,North America,9625
2018,South America,6184
2022,Middle East,2775
2012,Africa,6723
2020,Asia,6922
2015,Africa,1515
2013,Africa,1507
2011,Europe,9974
2010,Asia,2120
2021,Middle East,7300
2021,North America,2633
2023,North America,6492
2010,Africa,5518
2020,Europe,1554
2019,Asia,7274
2012,Africa,3494
2013,Europe,3501
2011,Asia,6732
2022,Middle East,9283
2021,Asia,8155
2020,North America,1538
2020,Middle East,4754
2023,South America,439
2020,North America,9349
2010,Europe,6738
2013,Europe,1391
2024,Europe,4702
2016,Middle East,1733
2019,Asia,4320
2020,Europe,7548
2015,North America,6886
2015,Asia,7179
2020,Africa,5925
2018,South America,7350
2023,South America,768
2024,Asia,6476
2011,Middle East,4271
2013,South America,3775
2014,Asia,7982
2010,Middle East,1748
2017,Middle East,3397
2017,Africa,5391
2015,South America,5735
2021,Europe,9921
2014,Asia,2261
2017,Asia,1233
2012,Europe,5741
2012,South America,8595
2011,Asia,6249
2014,South America,1729
2012,Middle East,7374
2012,Africa,1333
2024,Middle East,1698
2015,Middle East,3737
2017,Asia,5432
2011,Europe,6827
2013,Asia,2480
2020,Asia,6325
2016,Africa,4749
2010,Asia,5428
2010,Europe,1517
2021,North America,5900
2022,Europe,8016
2019,Asia,9536
2016,South America,5358
2023,Africa,366
2016,North America,8562
2010,Africa,2666
2010,Middle East,6465
2013,Middle East,3418
2014,Europe,2598
2014,North America,1225
2013,North America,5727
2017,Asia,1537
2016,Africa,9353
2018,Africa,9006
2016,South America,8011
2024,South America,1579
2019,Europe,386
2010,North America,5547
2022,Middle East,6750
2023,North America,395
2016,Middle East,6819
2010,North America,2141
2016,South America,3655
2019,Asia,4781
2017,Asia,7339
2020,Africa,1140
2018,Europe,5560
2021,Europe,2816
2012,South America,6261
2024,North America,8267
2013,Asia,112
2013,Asia,9479
2021,North America,651
2018,Asia,8176
2022,South America,135
2016,Asia,3191
2012,South America,6886
2019,Asia,8268
2014,Asia,1650
2016,Middle East,6418
2017,Asia,7771
2010,Africa,7285
2021,South America,2747
2011,Asia,856
2016,North America,9019
2020,North America,8692
2024,South America,2736
2022,Europe,1635
2023,Europe,7045
2022,North America,7740
2024,Africa,1670
2011,Europe,408
2016,Africa,5365
2024,Africa,9666
2018,Asia,7750
2020,Asia,2748
2011,Africa,882
2016,Asia,6665
2013,Asia,7934
2020,North America,1371
2022,Asia,7593
2011,Europe,6649
2022,North America,8892
2016,South America,482
2022,Africa,8467
2014,South America,3679
2010,Middle East,7088
2014,Africa,5827
2021,Middle East,9236
2021,Middle East,6164
2012,South America,4968
2016,North America,8926
2015,South America,1874
2017,South America,8439
2022,South America,9904
2014,North America,9901
2011,Europe,8219
2018,North America,1140
2023,Africa,5331
2020,Africa,1555
2017,Europe,7352
2015,Asia,4630
2022,South America,2502
2019,North America,5624
2016,Asia,2184
2018,Africa,3255
2016,Middle East,282
2012,Middle East,4590
2015,North America,789
2020,Africa,6238
2022,South America,8361
2020,Europe,5468
2016,Europe,4981
2011,Africa,1281
2012,Asia,7924
2013,Asia,4553
2019,Asia,873
2015,Asia,9303
2010,Asia,871
2018,South America,1900
2014,Europe,6607
2022,South America,4447
2021,Middle East,8613
2023,Europe,269
2016,Asia,8527
2018,Middle East,4863
2018,South America,5684
2010,North America,9771
2024,Europe,1983
2010,Asia,8513
2012,Africa,3372
2015,Europe,8564
2011,North America,6019
2019,North America,2437
2021,Middle East,3248
2020,Africa,1654
2010,Africa,6024
2010,Asia,8103
2022,Middle East,9174
2014,Asia,3740
2013,Asia,1324
2010,South America,1063
2013,Asia,5334
2012,South America,793
2011,South America,373
2018,Middle East,3201
2023,Europe,172
2024,Africa,9090
2020,Africa,1915
2010,South America,4780
2016,North America,2287
2023,South America,1067
2022,Middle East,289
2013,Asia,3855
2014,Middle East,1849
2019,Europe,4206
2014,Middle East,4435
2010,South America,456
2015,Africa,2006
2022,North America,4880
2018,Middle East,656
2011,Europe,6404
2016,Asia,7439
2015,South America,7436
2014,Asia,2616
2013,Africa,6376
2013,North America,8693
2015,Middle East,4920
2013,South America,2964
2014,Africa,9990
2022,Middle East,4220
2015,Asia,5754
2014,Middle East,9515
2016,Europe,5703
2018,Europe,124
2019,Africa,104
2016,Africa,3908
2016,Africa,786
2013,Asia,8649
2010,Africa,1988
2023,Africa,3329
2017,Asia,9712
2013,North America,6960
2010,North America,3817
2014,Europe,9210
2023,Middle East,2112
2023,Asia,8783
2017,Middle East,4083
2013,North America,853
2022,North America,1876
2021,North America,1607
2017,North America,7376
2017,Middle East,3088
2012,North America,2001
2018,North America,8847
2012,North America,3209
2010,Asia,825
2011,Asia,9711
2024,Europe,4796
2015,South America,1484
2021,Africa,4623
2019,Africa,732
2011,North America,7233
2015,Europe,1104
2023,Asia,5489
2010,South America,1294
2020,Middle East,6088
2022,Asia,406
2010,Asia,927
2014,Asia,9924
2019,Europe,5849
2022,Middle East,2033
2020,Europe,1625
2018,Asia,3871
2023,Middle East,6975
2017,Asia,7811
2012,Middle East,6456
2024,Middle East,3450
2012,Middle East,6691
2024,Africa,9607
2010,South America,7823
2023,Africa,9139
2012,North America,1405
2024,Africa,7917
2023,Middle East,2644
2021,Africa,2211
2021,Middle East,1294
2021,North America,3775
2022,Middle East,8607
2020,Asia,5125
2010,Africa,2121
2017,Middle East,1949
2010,Asia,7050
2014,Africa,8826
2018,Europe,3353
2016,Africa,5543
2013,South America,562
2020,North America,7182
2018,North America,6530
2018,Africa,9651
2011,Africa,2677
2019,Africa,4245
2019,Asia,6949
2020,Middle East,5892
2021,Africa,9113
2015,Europe,6083
2013,Middle East,2235
2017,Europe,3617
2021,South America,4203
2020,Asia,6941
2016,North America,6777
2016,Asia,6567
2020,Europe,1709
2019,Europe,3961
2018,Europe,7633
2022,Europe,8353
2014,South America,3664
2015,North America,1419
2010,South America,5106
2015,North America,2574
2011,Middle East,5773
2015,North America,156
2018,Europe,3224
2017,Middle East,3114
2018,Middle East,9271
2022,Africa,3050
2024,Middle East,5544
2019,North America,2672
2017,South America,9456
2012,Middle East,9726
2017,Asia,6904
2015,Middle East,4689
2022,North America,6351
2015,Middle East,9470
2015,Europe,6483
2012,Europe,572
2019,South America,3456
2010,Middle East,4531
2021,Europe,2514
2023,Middle East,9801
2013,Africa,5350
2019,Europe,614
2021,Asia,4946
2015,Middle East,8692
2020,Africa,2745
2021,Africa,9689
2019,Asia,5161
2011,South America,5200
2016,Asia,7857
2016,North America,3974
2020,Asia,4655
2013,South America,1034
2013,South America,7365
2024,Europe,4178
2010,North America,3249
2022,Europe,4674
2011,South America,4224
2018,Africa,2917
2019,Europe,2699
2017,Middle East,1310
2017,Europe,4793
2018,South America,1404
2024,Europe,9948
2016,North America,4575
2022,Europe,520
2018,Middle East,9875
2019,Middle East,1874
2021,Europe,9009
2011,Asia,4727
2015,Asia,3957
2024,Middle East,5277
2012,Africa,7883
2020,Middle East,2793
2024,North America,1205
2015,South America,7783
2012,Africa,5764
2017,Africa,7784
2024,Middle East,8063
2020,Africa,3167
2024,Africa,4222
2022,Asia,1345
2013,Asia,9010
2021,South America,8987
2019,North America,2475
2015,North America,9145
2024,Europe,9189
2018,South America,9028
2011,Middle East,5709
2011,Middle East,5236
2016,Africa,5352
2024,Asia,5199
2011,Africa,6187
2011,South America,621
2013,Middle East,1881
2018,Africa,3349
2017,Africa,1853
2011,Africa,5016
2017,Europe,8832
2013,Asia,2227
2011,North America,2717
2020,Africa,9323
2019,Africa,8408
2016,Middle East,7982
2015,North America,9417
2023,Europe,8943
2019,Europe,8225
2014,North America,3970
2020,Middle East,2175
2010,Middle East,2645
2011,Africa,1874
2017,Europe,6835
2010,Africa,1781
2012,Middle East,6034
2011,Middle East,5562
2014,South America,8241
2013,Middle East,5554
2022,North America,9045
2016,South America,3950
2014,South America,2772
2017,North America,9679
2013,Middle East,3907
2024,North America,8207
2021,Europe,1200
2015,Asia,9523
2013,North America,778
2011,North America,6540
2010,Middle East,1682
2023,Asia,5372
2023,North America,3449
2010,Africa,8090
2017,Europe,3653
2023,Middle East,3473
2013,North America,7170
2014,Africa,2554
2020,Europe,9700
2017,South America,1002
2021,Middle East,2843
2024,Asia,8548
2016,Middle East,2685
2022,Europe,8552
2017,South America,5901
2022,Africa,6148
2017,South America,4470
2015,North America,454
2019,Africa,4669
2011,Europe,351
2015,North America,2358
2023,South America,1319
2010,North America,2749
2010,South America,1385
2020,Middle East,8491
2012,Europe,808
2012,Europe,5790
2020,Africa,2979
2022,Asia,8742
2014,Asia,5097
2010,Middle East,8971
2019,North America,9028
2015,Asia,2633
2016,Africa,9171
2019,Europe,2698
2021,Africa,4693
2022,South America,4994
2020,North America,2510
2012,Asia,9213
2013,Middle East,3808
2019,Europe,4113
2020,Europe,9499
2019,Asia,3952
2023,Middle East,1742
2021,Asia,8169
2024,Europe,9749
2019,Europe,8775
2023,Africa,3319
2019,Asia,7786
2019,Africa,7545
2012,Middle East,1386
2010,Europe,2254
2017,North America,6641
2022,Middle East,1740
2019,Africa,4762
2019,Europe,312
2011,Asia,6664
2010,Middle East,8835
2023,Asia,298
2017,Middle East,8223
2016,South America,1011
2016,Middle East,1242
2013,North America,9088
2020,Middle East,633
2018,Africa,5489
2015,Africa,2418
2011,Middle East,7869
2023,Asia,5790
2010,Europe,9839
2010,South America,4378
2018,Africa,846
2013,Asia,8629
2014,South America,8715
2012,South America,9727
2013,Africa,2599
2021,Asia,9297
2017,Africa,3077
2022,Europe,9701
2013,Asia,4197
2018,Middle East,7688
2018,Middle East,8963
2015,South America,9976
2011,North America,4554
2021,North America,1489
2019,Europe,5304
2020,North America,9390
2016,Africa,1815
2018,Europe,5319
2015,South America,7436
2012,Europe,4908
2023,Europe,5605
2024,Middle East,4294
2016,South America,7285
2014,Asia,5989
2010,South America,4721
2012,Africa,6132
2014,North America,6016
2016,Middle East,2003
2012,Middle East,6242
2015,Middle East,9216
2014,Middle East,8899
2022,South America,814
2010,Asia,1363
2019,Asia,2822
2015,South America,5127
2023,Africa,4756
2017,Asia,6120
2022,Africa,9677
2022,Europe,8772
2010,South America,7274
2011,South America,8269
2023,Middle East,4767
2024,Europe,6994
2013,Africa,5506
2021,South America,856
2011,Middle East,8569
2020,Middle East,4656
2018,Africa,4513
2019,Africa,1961
2017,South America,5517
2017,North America,4121
2013,Africa,8917
2014,Asia,8998
2013,Africa,6783
2022,Asia,2378
2018,Europe,4834
2022,North America,8668
2011,North America,7174
2022,Middle East,9261
2020,Africa,4604
2017,Middle East,9076
2011,South America,6271
2010,North America,7090
2019,South America,5070
2012,North America,7695
2018,Africa,8894
2021,South America,6803
2012,Asia,1478
2018,North America,3807
2016,Europe,8823
2022,South America,5671
2019,Middle East,147
2010,Middle East,4785
2019,Asia,6620
2014,Middle East,6111
2018,Europe,4113
2021,South America,3798
2024,South America,7280
2024,South America,1548
2012,North America,2514
2018,Africa,4873
2014,Europe,2478
2018,Asia,4019
2019,North America,639
2015,North America,9144
2018,North America,492
2016,Asia,4445
2016,North America,6909
2017,Asia,2675
2016,North America,478
2021,North America,319
2018,Middle East,974
2020,Asia,2451
2018,North America,2178
2015,South America,742
2016,Asia,371
2011,Europe,123
2024,Africa,9900
2018,Asia,9394
2021,South America,7401
2022,Asia,1999
2010,Asia,6088
2010,North America,3938
2012,Africa,5061
2021,South America,3237
2015,Europe,7784
2014,Africa,716
2024,South America,478
2011,Africa,4163
2018,Africa,5262
2023,North America,1411
2022,Asia,9832
2019,North America,122
2023,South America,6209
2013,Middle East,8132
2013,Middle East,4635
2014,Europe,2970
2024,Europe,5201
2017,Africa,3220
2019,Asia,2578
2013,North America,357
2014,Europe,362
2021,North America,9804
2013,Europe,4640
2023,Europe,1412
2015,Africa,251
2021,North America,6403
2012,North America,8538
2017,Africa,1698
2015,Middle East,3314
2019,Middle East,4804
2014,Europe,9650
2022,Africa,8570
2024,Asia,2039
2011,North America,5206
2019,North America,1898
2019,North America,346
2016,Europe,9748
2011,Asia,3674
2010,Africa,4133
2016,North America,9119
2014,Africa,1002
2010,Europe,3611
2024,North America,7887
2013,Africa,512
2021,Europe,9969
2022,Asia,5899
2013,Asia,2137
2019,Europe,8933
2016,South America,6420
2018,North America,6605
2011,Middle East,2116
2021,Africa,7696
2023,North America,7460
2010,Africa,356
2011,North America,6462
2016,Middle East,1974
2022,North America,103
2019,Europe,2780
2015,South America,8805
2013,Middle East,6492
2010,Middle East,4330
2022,Europe,6607
2010,Asia,6901
2014,Middle East,5194
2024,Asia,8043
2010,Europe,9909
2021,Middle East,5821
2024,South America,4910
2016,Middle East,4765
2022,South America,161
2020,Europe,8293
2010,North America,7553
2010,Middle East,7743
2011,Europe,1904
2022,Middle East,8690
2023,Africa,6818
2020,Asia,1662
2021,Africa,1722
2019,North America,7780
2012,Asia,2986
2022,Asia,2027
2020,North America,3000
2024,Europe,6429
2010,Asia,9740
2024,South America,5986
2018,Africa,8632
2019,Europe,6621
2017,North America,6774
2014,Europe,7249
2022,Africa,4809
2020,Europe,7334
2011,Middle East,8486
2014,North America,2831
2015,Asia,5311
2023,South America,4299
2024,North America,6463
2010,Africa,3485
2020,South America,4061
2013,Middle East,6610
2018,Middle East,9741
2011,Africa,5679
2014,Europe,6409
2010,South America,604
2013,North America,9364
2013,North America,597
2015,Middle East,8046
2019,North America,5659
2018,Asia,986
2012,North America,2788
2018,Africa,4447
2015,North America,8103
2016,Asia,2961
2021,North America,2325
2019,Europe,3933
2011,North America,2947
2020,Middle East,3944
2019,Middle East,1824
2023,Middle East,5095
2015,Middle East,3152
2015,Africa,7566
2011,Europe,6675
2011,Asia,3140
2023,Asia,290
2011,Africa,4075
2019,Asia,3672
2021,Africa,6916
2010,North America,7125
2014,Asia,2807
2017,Africa,5445
2011,North America,3244
2022,North America,8563
2024,North America,2390
2014,Middle East,1883
2021,Asia,5165
2017,Middle East,4567
2019,Europe,7935
2023,Europe,6933
2014,Middle East,942
2011,Europe,190
2012,Asia,5209
2024,North America,923
2015,Europe,9273
2020,Asia,765
2020,North America,2177
2014,Asia,1937
2020,Europe,9050
2013,Asia,6968
2013,South America,849
2014,Europe,8623
2011,Middle East,9522
2018,South America,7989
2011,North America,4544
2019,South America,9981
2011,North America,3577
2019,South America,4734
2023,Europe,1376
2018,North America,3488
2023,North America,4597
2012,Europe,1004
2024,Europe,2184
2019,Asia,8309
2016,South America,1110
2013,South America,4481
2022,South America,1649
2022,Asia,7477
2015,Africa,1412
2023,Asia,1685
2013,South America,6131
2019,Africa,2282
2024,Europe,4322
2016,Africa,8478
2010,Europe,5706
2012,Africa,7782
2022,North America,3613
2012,Asia,8086
2010,South America,8729
2015,South America,2340
2024,Middle East,3728
2022,Africa,260
2020,Middle East,6603
2023,North America,864
2018,Asia,3995
2017,Africa,7678
2020,Middle East,4648
2016,North America,1043
2019,North America,9728
2017,Middle East,7487
2015,North America,3374
2018,North America,3457
2012,South America,1211
2024,Africa,4888
2019,Asia,3389
2019,Europe,2469
2018,North America,858
2013,Asia,6373
2016,Middle East,5341
2024,Europe,3178
2022,Middle East,926
2018,Middle East,2865
2011,Asia,6698
2011,South America,1799
2018,North America,9238
2021,Europe,4163
2022,Asia,9583
2012,Middle East,6750
2018,Asia,2406
2022,Middle East,1207
2024,Middle East,7340
2014,Middle East,3279
2015,Africa,6053
2011,South America,3004
2017,Asia,335
2020,Europe,1948
2018,South America,8998
2011,Middle East,4648
2015,Africa,2228
2015,Middle East,3003
2017,Europe,1174
2019,Asia,3818
2021,Europe,6258
2014,Europe,880
2018,South America,2926
2010,Asia,9251
2018,Middle East,2027
2019,Asia,388
2016,North America,1534
2013,Africa,9747
2012,Asia,1671
2023,Asia,9592
2019,South America,6739
2024,Europe,3911
2020,South America,4853
2023,Africa,9585
2015,Africa,8637
2021,South America,7881
2022,Asia,5059
2010,South America,3282
2012,Africa,7768
2011,Middle East,4263
2020,Europe,2284
2022,South America,7788
2018,Africa,5780
2012,North America,2325
2022,Middle East,5333
2011,Middle East,4350
2013,Europe,3500
2024,North America,2432
2023,North America,6597
2011,Asia,656
2010,Africa,309
2015,Asia,4884
2024,South America,4852
2019,Europe,2594
2017,North America,7467
2019,Asia,142
2019,South America,4053
2011,Africa,1750
2023,Europe,6435
2018,Europe,4156
2024,Middle East,9350
2022,Europe,5432
2012,Europe,4080
2017,South America,9995
2021,Middle East,1716
2017,Africa,1680
2024,Asia,6789
2012,Middle East,368
2012,Middle East,242
2021,Middle East,6197
2024,Asia,4078
2015,South America,3215
2010,Africa,9575
2013,Europe,7812
2010,Africa,3730
2023,Middle East,5723
2012,North America,2370
2018,Middle East,4283
2023,Europe,4395
2023,North America,9624
2014,South America,2756
2021,Europe,8564
2014,Africa,3493
2020,Europe,2304
2013,South America,9384
2012,Europe,6987
2014,North America,7512
2024,Africa,9239
2023,Africa,1104
2020,North America,3317
2013,Africa,8878
2017,Africa,9215
2013,Asia,3965
2020,Africa,3095
2021,Middle East,6947
2017,South America,8671
2015,Asia,9465
2024,Middle East,9167
2023,South America,2344
2021,Africa,6801
2020,Middle East,6097
2014,Middle East,4293
2013,Middle East,9104
2013,Africa,3281
2021,North America,6872
2013,North America,9047
2020,Africa,7838
2022,Middle East,6790
2022,Europe,1329
2018,Africa,9376
2013,South America,7881
2021,Middle East,9196
2018,Asia,7240
2022,North America,783
2019,Asia,4239
2015,Europe,6689
2019,Middle East,8082
2022,Europe,8606
2016,Asia,6404
2021,Africa,2723
2019,South America,6724
2012,Asia,9342
2017,Asia,370
2012,South America,1793
2010,North America,422
2022,Africa,2757
2022,Europe,1889
2019,North America,732
2021,South America,115
2014,Europe,6588
2011,Asia,1902
2019,Africa,3132
2023,Middle East,806
2015,Africa,8413
2022,North America,4855
2019,South America,1874
2018,South America,5035
2010,South America,8273
2023,Middle East,9482
2022,Asia,3930
2013,Middle East,1816
2024,Asia,8875
2010,Asia,779
2010,Asia,7451
2017,Africa,6942
2023,Europe,5676
2023,Africa,7468
2022,South America,5270
2023,Europe,8895
2020,North America,5878
2024,North America,7571
2011,Africa,8447
2010,South America,8733
2020,Africa,5743
2017,Europe,8290
2013,Middle East,2209
2012,Africa,5234
2022,Middle East,2022
2021,North America,9451
2013,Africa,7641
2023,Middle East,2662
2020,South America,7809
2014,North America,6724
2010,Asia,9607
2024,Africa,4614
2023,Africa,7475
2020,Europe,7853
2010,Europe,1551
2012,Europe,8164
2015,Europe,3715
2010,Asia,1291
2023,South America,5865
2020,Europe,4648
2021,North America,9292
2024,Asia,325
2011,North America,9801
2024,South America,6403
2021,North America,2145
2023,North America,5700
2016,Middle East,3102
2023,North America,2139
2023,North America,3084
2010,Middle East,7388
2022,Asia,6966
2023,Africa,7346
2024,Europe,3821
2016,Europe,141
2024,Asia,8246
2013,North America,6216
2019,Asia,5413
2023,Asia,558
2015,Europe,4941
2023,Asia,6424
2017,Asia,4648
2018,Middle East,7366
2015,Africa,1022
2021,North America,4609
2020,Europe,3046
2022,North America,8009
2024,Europe,4951
2023,South America,3067
2018,Asia,9576
2013,Asia,8816
2015,Asia,6542
2017,Middle East,9146
2018,North America,783
2012,South America,9457
2011,Middle East,7539
2015,Asia,6410
2013,South America,9741
2010,North America,755
2017,South America,617
2018,Asia,1132
2023,Middle East,3199
2018,South America,2085
2011,North America,5856
2018,Asia,7886
2016,Middle East,2526
2014,South America,3275
2016,North America,1534
2022,South America,7986
2018,Asia,8204
2017,Africa,4697
2015,Asia,5717
2022,North America,6416
2013,Africa,3440
2022,Africa,3942
2024,Middle East,8148
2010,North America,8558
2015,South America,2166
2012,North America,1113
2015,Middle East,7854
2015,Africa,2481
2023,Africa,554
2013,Asia,1091
2011,South America,1235
2024,South America,9857
2018,South America,6607
2011,Middle East,2003
2012,Europe,8868
2019,South America,5098
2010,Africa,4199
2016,Middle East,2712
2024,Europe,7631
2010,Africa,431
2020,Europe,5961
2018,North America,1838
2020,Africa,1365
2020,Middle East,7312
2010,North America,7618
2014,Europe,3411
2016,Europe,8504
2012,Middle East,5378
2018,Europe,2515
2017,South America,2707
2022,South America,9089
2024,Middle East,8236
2012,Middle East,5972
2024,Middle East,9156
2014,Europe,8603
2016,Asia,9077
2021,Africa,207
2023,Asia,3563
2013,Middle East,4889
2014,Middle East,4637
2012,Europe,2617
2018,South America,3719
2019,North America,3041
2018,North America,897
2016,Europe,2937
2019,South America,9303
2011,Middle East,4289
2016,Asia,2285
2016,Middle East,3216
2020,Middle East,1125
2014,Asia,8193
2018,Europe,1017
2022,Africa,650
2021,Asia,6631
2020,Asia,848
2012,Asia,9351
2013,Africa,5791
2010,South America,771
2015,Asia,4234
2013,Europe,4534
2010,Asia,1107
2011,Middle East,5118
2024,North America,6544
2012,Asia,7785
